J,tau_sq,omega_sq,rho,P,f_c_val,bal,iteration,seed,PYL_ID
48,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607793,1103
60,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607794,1104
72,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607795,1105
24,0.16000000000000003,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607796,1106
36,0.16000000000000003,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607797,1107
48,0.16000000000000003,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607798,1108
60,0.16000000000000003,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607799,1109
72,0.16000000000000003,0.0025000000000000005,0.8,0.6,P5,balanced_j,625,626607800,1110
24,0.0025000000000000005,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607801,1111
36,0.0025000000000000005,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607802,1112
48,0.0025000000000000005,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607803,1113
60,0.0025000000000000005,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607804,1114
72,0.0025000000000000005,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607805,1115
24,0.16000000000000003,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607806,1116
36,0.16000000000000003,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607807,1117
48,0.16000000000000003,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607808,1118
60,0.16000000000000003,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607809,1119
72,0.16000000000000003,0.04000000000000001,0.8,0.6,P5,balanced_j,625,626607810,1120
24,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607811,1121
36,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607812,1122
48,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607813,1123
60,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607814,1124
72,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607815,1125
24,0.16000000000000003,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607816,1126
36,0.16000000000000003,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607817,1127
48,0.16000000000000003,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607818,1128
60,0.16000000000000003,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607819,1129
72,0.16000000000000003,0.0025000000000000005,0.2,0.8,P5,balanced_j,625,626607820,1130
24,0.0025000000000000005,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607821,1131
36,0.0025000000000000005,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607822,1132
48,0.0025000000000000005,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607823,1133
60,0.0025000000000000005,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607824,1134
72,0.0025000000000000005,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607825,1135
24,0.16000000000000003,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607826,1136
36,0.16000000000000003,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607827,1137
48,0.16000000000000003,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607828,1138
60,0.16000000000000003,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607829,1139
72,0.16000000000000003,0.04000000000000001,0.2,0.8,P5,balanced_j,625,626607830,1140
24,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607831,1141
36,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607832,1142
48,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607833,1143
60,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607834,1144
72,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607835,1145
24,0.16000000000000003,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607836,1146
36,0.16000000000000003,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607837,1147
48,0.16000000000000003,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607838,1148
60,0.16000000000000003,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607839,1149
72,0.16000000000000003,0.0025000000000000005,0.8,0.8,P5,balanced_j,625,626607840,1150
24,0.0025000000000000005,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607841,1151
36,0.0025000000000000005,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607842,1152
48,0.0025000000000000005,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607843,1153
60,0.0025000000000000005,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607844,1154
72,0.0025000000000000005,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607845,1155
24,0.16000000000000003,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607846,1156
36,0.16000000000000003,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607847,1157
48,0.16000000000000003,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607848,1158
60,0.16000000000000003,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607849,1159
72,0.16000000000000003,0.04000000000000001,0.8,0.8,P5,balanced_j,625,626607850,1160
24,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607851,1161
36,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607852,1162
48,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607853,1163
60,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607854,1164
72,0.0025000000000000005,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607855,1165
24,0.16000000000000003,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607856,1166
36,0.16000000000000003,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607857,1167
48,0.16000000000000003,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607858,1168
60,0.16000000000000003,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607859,1169
72,0.16000000000000003,0.0025000000000000005,0.2,0.9,P5,balanced_j,625,626607860,1170
24,0.0025000000000000005,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607861,1171
36,0.0025000000000000005,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607862,1172
48,0.0025000000000000005,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607863,1173
60,0.0025000000000000005,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607864,1174
72,0.0025000000000000005,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607865,1175
24,0.16000000000000003,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607866,1176
36,0.16000000000000003,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607867,1177
48,0.16000000000000003,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607868,1178
60,0.16000000000000003,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607869,1179
72,0.16000000000000003,0.04000000000000001,0.2,0.9,P5,balanced_j,625,626607870,1180
24,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607871,1181
36,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607872,1182
48,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607873,1183
60,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607874,1184
72,0.0025000000000000005,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607875,1185
24,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607876,1186
36,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607877,1187
48,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607878,1188
60,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607879,1189
72,0.16000000000000003,0.0025000000000000005,0.8,0.9,P5,balanced_j,625,626607880,1190
24,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607881,1191
36,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607882,1192
48,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607883,1193
60,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607884,1194
72,0.0025000000000000005,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607885,1195
24,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607886,1196
36,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607887,1197
48,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607888,1198
60,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607889,1199
72,0.16000000000000003,0.04000000000000001,0.8,0.9,P5,balanced_j,625,626607890,1200
24,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607891,1201
36,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607892,1202
48,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607893,1203
60,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607894,1204
72,0.0025000000000000005,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607895,1205
24,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607896,1206
36,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607897,1207
48,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607898,1208
60,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607899,1209
72,0.16000000000000003,0.0025000000000000005,0.2,0.05,P6,balanced_j,625,626607900,1210
24,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607901,1211
36,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607902,1212
48,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607903,1213
60,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607904,1214
72,0.0025000000000000005,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607905,1215
24,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607906,1216
36,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607907,1217
48,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607908,1218
60,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607909,1219
72,0.16000000000000003,0.04000000000000001,0.2,0.05,P6,balanced_j,625,626607910,1220
24,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607911,1221
36,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607912,1222
48,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607913,1223
60,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607914,1224
72,0.0025000000000000005,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607915,1225
24,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607916,1226
36,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607917,1227
48,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607918,1228
60,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607919,1229
72,0.16000000000000003,0.0025000000000000005,0.8,0.05,P6,balanced_j,625,626607920,1230
24,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607921,1231
36,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607922,1232
48,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607923,1233
60,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607924,1234
72,0.0025000000000000005,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607925,1235
24,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607926,1236
36,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607927,1237
48,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607928,1238
60,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607929,1239
72,0.16000000000000003,0.04000000000000001,0.8,0.05,P6,balanced_j,625,626607930,1240
24,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607931,1241
36,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607932,1242
48,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607933,1243
60,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607934,1244
72,0.0025000000000000005,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607935,1245
24,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607936,1246
36,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607937,1247
48,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607938,1248
60,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607939,1249
72,0.16000000000000003,0.0025000000000000005,0.2,0.2,P6,balanced_j,625,626607940,1250
24,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607941,1251
36,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607942,1252
48,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607943,1253
60,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607944,1254
72,0.0025000000000000005,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607945,1255
24,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607946,1256
36,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607947,1257
48,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607948,1258
60,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607949,1259
72,0.16000000000000003,0.04000000000000001,0.2,0.2,P6,balanced_j,625,626607950,1260
24,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607951,1261
36,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607952,1262
48,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607953,1263
60,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607954,1264
72,0.0025000000000000005,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607955,1265
24,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607956,1266
36,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607957,1267
48,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607958,1268
60,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607959,1269
72,0.16000000000000003,0.0025000000000000005,0.8,0.2,P6,balanced_j,625,626607960,1270
24,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607961,1271
36,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607962,1272
48,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607963,1273
60,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607964,1274
72,0.0025000000000000005,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607965,1275
24,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607966,1276
36,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607967,1277
48,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607968,1278
60,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607969,1279
72,0.16000000000000003,0.04000000000000001,0.8,0.2,P6,balanced_j,625,626607970,1280
24,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607971,1281
36,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607972,1282
48,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607973,1283
60,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607974,1284
72,0.0025000000000000005,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607975,1285
24,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607976,1286
36,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607977,1287
48,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607978,1288
60,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607979,1289
72,0.16000000000000003,0.0025000000000000005,0.2,0.4,P6,balanced_j,625,626607980,1290
24,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607981,1291
36,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607982,1292
48,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607983,1293
60,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607984,1294
72,0.0025000000000000005,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607985,1295
24,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607986,1296
36,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607987,1297
48,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607988,1298
60,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607989,1299
72,0.16000000000000003,0.04000000000000001,0.2,0.4,P6,balanced_j,625,626607990,1300
24,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607991,1301
36,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607992,1302
48,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607993,1303
60,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607994,1304
72,0.0025000000000000005,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607995,1305
24,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607996,1306
36,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607997,1307
48,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607998,1308
60,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626607999,1309
72,0.16000000000000003,0.0025000000000000005,0.8,0.4,P6,balanced_j,625,626608000,1310
24,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608001,1311
36,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608002,1312
48,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608003,1313
60,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608004,1314
72,0.0025000000000000005,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608005,1315
24,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608006,1316
36,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608007,1317
48,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608008,1318
60,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608009,1319
72,0.16000000000000003,0.04000000000000001,0.8,0.4,P6,balanced_j,625,626608010,1320
24,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608011,1321
36,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608012,1322
48,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608013,1323
60,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608014,1324
72,0.0025000000000000005,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608015,1325
24,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608016,1326
36,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608017,1327
48,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608018,1328
60,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608019,1329
72,0.16000000000000003,0.0025000000000000005,0.2,0.6,P6,balanced_j,625,626608020,1330
24,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608021,1331
36,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608022,1332
48,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608023,1333
60,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608024,1334
72,0.0025000000000000005,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608025,1335
24,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608026,1336
36,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608027,1337
48,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608028,1338
60,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608029,1339
72,0.16000000000000003,0.04000000000000001,0.2,0.6,P6,balanced_j,625,626608030,1340
24,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608031,1341
36,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608032,1342
48,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608033,1343
60,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608034,1344
72,0.0025000000000000005,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608035,1345
24,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608036,1346
36,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608037,1347
48,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608038,1348
60,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608039,1349
72,0.16000000000000003,0.0025000000000000005,0.8,0.6,P6,balanced_j,625,626608040,1350
24,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608041,1351
36,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608042,1352
48,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608043,1353
60,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608044,1354
72,0.0025000000000000005,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608045,1355
24,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608046,1356
36,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608047,1357
48,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608048,1358
60,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608049,1359
72,0.16000000000000003,0.04000000000000001,0.8,0.6,P6,balanced_j,625,626608050,1360
24,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608051,1361
36,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608052,1362
48,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608053,1363
60,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608054,1364
72,0.0025000000000000005,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608055,1365
24,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608056,1366
36,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608057,1367
48,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608058,1368
60,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608059,1369
72,0.16000000000000003,0.0025000000000000005,0.2,0.8,P6,balanced_j,625,626608060,1370
24,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608061,1371
36,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608062,1372
48,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608063,1373
60,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608064,1374
72,0.0025000000000000005,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608065,1375
24,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608066,1376
36,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608067,1377
48,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608068,1378
60,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608069,1379
72,0.16000000000000003,0.04000000000000001,0.2,0.8,P6,balanced_j,625,626608070,1380
24,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608071,1381
36,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608072,1382
48,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608073,1383
60,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608074,1384
72,0.0025000000000000005,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608075,1385
24,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608076,1386
36,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608077,1387
48,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608078,1388
60,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608079,1389
72,0.16000000000000003,0.0025000000000000005,0.8,0.8,P6,balanced_j,625,626608080,1390
24,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608081,1391
36,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608082,1392
48,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608083,1393
60,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608084,1394
72,0.0025000000000000005,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608085,1395
24,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608086,1396
36,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608087,1397
48,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608088,1398
60,0.16000000000000003,0.04000000000000001,0.8,0.8,P6,balanced_j,625,626608089,1399
